item_id,strat_category,agreement_bin,swap_direction,name_swapped,gendered_swapped,invariance_class,needs_review,justification,text,swapped
201016,ideological_inequality,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"Men Will Have to Go Through Five Govt Agencies When Coming On to Womenhttps://t.co/TXQ34cJNIj""By addressing a female with a male tone of voice, you are impinging on her rights""#FEMINISM FEMINAZI #METOO YOUTOO PC SOVIET EMASCULATION TESTOSTERONE MEN UK https://t.co/d5V3pOdWlg","Women Will Have to Go Through Five Govt Agencies When Coming On to Womenhttps://t.co/TXQ34cJNIj""By addressing a female with a male tone of voice, you are impinging on his rights""#FEMINISM FEMINAZI #METOO YOUTOO PC SOVIET EMASCULATION TESTOSTERONE WOMEN UK https://t.co/d5V3pOdWlg"
200286,ideological_inequality,low,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"""Men and women should be equal. Why do you always think I'm not as good as a man?"" that slap and changge's tears tho#WeTVawards2021XDilraba#TheLongBallad https://t.co/p9oFVEPuFk","""Women and men should be equal. Why do you always think I'm not as good as a woman?"" that slap and changge's tears tho#WeTVawards2021XDilraba#TheLongBallad https://t.co/p9oFVEPuFk"
201561,ideological_inequality,mixed,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@KaivanShroff GQP HATES 99% OF AMERICAN ADULTS, SENIORS &amp; CHILDREN &amp; PLANET EARTH.SO, OF COURSE THEY:1. LIE ABOUT COVID2. MAKE US PAY THE 1%'s $1 TRILLION TAX BURDEN.3. KILL WOMEN'S REPRODUCTIVE RIGHTS4. SUPPRESS &amp; SUBVERT OUR RIGHT TO VOTE &amp; HAVE IT COUNT.ALWAYS #VoteBlueToSaveAmerica.","@KaivanShroff GQP HATES 99% OF AMERICAN ADULTS, SENIORS &amp; CHILDREN &amp; PLANET EARTH.SO, OF COURSE THEY:1. LIE ABOUT COVID2. MAKE US PAY THE 1%'s $1 TRILLION TAX BURDEN.3. KILL MEN'S REPRODUCTIVE RIGHTS4. SUPPRESS &amp; SUBVERT OUR RIGHT TO VOTE &amp; HAVE IT COUNT.ALWAYS #VoteBlueToSaveAmerica."
201087,ideological_inequality,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@___inCANdescent @_sutoretchi This post is definitely fake lmfao. A woman can’t be forced to have labor, the father has no say in whether an abortion happens or not 😂. Nice try fake ass feminists 🤦🏾‍♂️😂","@___inCANdescent @_sutoretchi This post is definitely fake lmfao. A man can’t be forced to have labor, the mother has no say in whether an abortion happens or not 😂. Nice try fake ass feminists 🤦🏾‍♂️😂"
201032,ideological_inequality,high,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@j_rhett Should provide amusement at least. Who knew when Jesus addressed divorce, adultery etc that he was only speaking prophetically after publication of The Feminine Mystique??","@j_rhett Should provide amusement at least. Who knew when Jesus addressed divorce, adultery etc that she was only speaking prophetically after publication of The Feminine Mystique??"
202239,ideological_inequality,low,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"A stunning, bracing depiction of sexual repression, helmed by Isabelle Huppert at her peak. With her knockout performance at the center, the film patiently, sensationally peels her, layer by layer, from domineering savant down to her most vulnerable self. Haneke's finest effort. https://t.co/uJKoFKxkNY","A stunning, bracing depiction of sexual repression, helmed by Isabelle Huppert at his peak. With his knockout performance at the center, the film patiently, sensationally peels his, layer by layer, from domineering savant down to his most vulnerable self. Haneke's finest effort. https://t.co/uJKoFKxkNY"
201279,ideological_inequality,mixed,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@MaggieChapman It is the right thing to do. Allowing gender identity to over-write sex in law significantly affects public policy where sex matter. Like sport, single sex spaces and so on. The public do not support it. Please do not coercively impose it on women without their consent.","@MaggieChapman It is the right thing to do. Allowing gender identity to over-write sex in law significantly affects public policy where sex matter. Like sport, single sex spaces and so on. The public do not support it. Please do not coercively impose it on men without their consent."
200023,ideological_inequality,high,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"@JavedLSterritt He's really shit on games journalists, from what I remember starting at the tail end of gamergate. He's clowned on developers that used Unity in the past. It's honestly been awhile since I've closed followed its hard to pick out specific examples","@JavedLSterritt She's really shit on games journalists, from what I remember starting at the tail end of gamergate. She's clowned on developers that used Unity in the past. It's honestly been awhile since I've closed followed its hard to pick out specific examples"
202323,ideological_inequality,high,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,Maybe he was robbed and killed and it didn't have a thing to do with his sexual orientation. https://t.co/d6J2aT2V5z,Maybe she was robbed and killed and it didn't have a thing to do with her sexual orientation. https://t.co/d6J2aT2V5z
202651,ideological_inequality,mixed,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,@MaggieOliverUK The boys club. The pope alone is the leader of the world's largest untouchable pedophile ring. Throwing a select few under the bus to make it look like they really give a crap. While child abuse still rife in the church.,@MaggieOliverUK The girls club. The pope alone is the leader of the world's largest untouchable pedophile ring. Throwing a select few under the bus to make it look like they really give a crap. While child abuse still rife in the church.
200067,ideological_inequality,mixed,MIXED,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,950 IQs Mom and Dad also have no way out. These MGTOW JP followers do not know what makes relationships stable. It is not always NO WAY OUT.Biggest reason for stable marriages in previous generation is that they got married early. https://t.co/lZblLGyFeL,950 IQs Dad and Mom also have no way out. These MGTOW JP followers do not know what makes relationships stable. It is not always NO WAY OUT.Biggest reason for stable marriages in previous generation is that they got married early. https://t.co/lZblLGyFeL
202830,ideological_inequality,low,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),Y’all gotta understand women like this wouldn’t exist if more guys respected themselves https://t.co/FMMbtg29Wi,Y’all gotta understand men like this wouldn’t exist if more guys respected themselves https://t.co/FMMbtg29Wi
200843,ideological_inequality,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"4 sum of you tht be so heavy on the women empowerment on here.... y'all sure do shit on a number of women a lot. guess it only applies 2 the btches of your liking, huh. 🤡","4 sum of you tht be so heavy on the men empowerment on here.... y'all sure do shit on a number of men a lot. guess it only applies 2 the btches of your liking, huh. 🤡"
201081,ideological_inequality,high,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@TiredLesbian421 @Valerie_Elenora @romancelandias lesbianism is not being colonized by queer lesbian men. or demiboys. or masculine genders. it's being colonized by white feminists &amp; white lesbians excluding people from lesbianism because they think they can draw lines and build gates tightly around lesbianism.,@TiredLesbian421 @Valerie_Elenora @romancelandias lesbianism is not being colonized by queer lesbian women. or demiboys. or masculine genders. it's being colonized by white feminists &amp; white lesbians excluding people from lesbianism because they think they can draw lines and build gates tightly around lesbianism.
400114,ideological_inequality,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@Evilagram and people confusing the two actually sets us back, eg “protection” of women, tradwifeism, TERFism, difference feminism, etc. that are built on an apparent love of female aesthetic are useless and actially harmful to defeating implementation of  #2.","@Evilagram and people confusing the two actually sets us back, eg “protection” of men, tradwifeism, TERFism, difference feminism, etc. that are built on an apparent love of female aesthetic are useless and actially harmful to defeating implementation of  #2."
201793,ideological_inequality,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@RuralProle @natachakennedy @OwenJones84 Again not really. Beyond it being really easy for a woman to divorce her husband, the only women who would have realistically had any power were widows of landowners. Most women had the same shit position they had elsewhere in medieval Europe","@RuralProle @natachakennedy @OwenJones84 Again not really. Beyond it being really easy for a man to divorce his wife, the only men who would have realistically had any power were widows of landowners. Most men had the same shit position they had elsewhere in medieval Europe"
400464,ideological_inequality,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"When their leader abuse women at the their jalsas, they make excuses to justify him but remember women have to be respected when it's women from their party. Meanwhile abusing feminists online.","When their leader abuse men at the their jalsas, they make excuses to justify him but remember men have to be respected when it's men from their party. Meanwhile abusing feminists online."
400032,ideological_inequality,high,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,@sage_ranae This world wouldn’t last a day without women😴,@sage_ranae This world wouldn’t last a day without men😴
201838,ideological_inequality,mixed,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@OlisaOsega Another one wey dey always vex me for this app na when person talk say ""men do this..."" ""Women do this....""""blah blah blah does this..."" Someone will come it ""some men, not all men"" etc. like they are trying so desperately to not get (oppose) the message","@OlisaOsega Another one wey dey always vex me for this app na when person talk say ""women do this..."" ""Men do this....""""blah blah blah does this..."" Someone will come it ""some women, not all women"" etc. like they are trying so desperately to not get (oppose) the message"
200455,ideological_inequality,low,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@emiliamary_3 @john_hirst @neilson_carley Then use the word ""some"" men and stop boxing all of us.Its shit and attitude like that which starts hatred towards men and builds a divide.I know a woman who regularly hits her bf, don't blame all women for her behaviour","@emiliamary_3 @john_hirst @neilson_carley Then use the word ""some"" women and stop boxing all of us.Its shit and attitude like that which starts hatred towards women and builds a divide.I know a man who regularly hits his bf, don't blame all men for his behaviour"
202505,ideological_inequality,low,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"you don’t have “daddy issues”, your dad has issues but society makes it your problem","you don’t have “daddy issues”, your mom has issues but society makes it your problem"
201770,ideological_inequality,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@sugabelly Haha. Easily observable? Lmao. How so easy to observe the  experiences of Nigerian women when you're far away in the states. I'd say it's really easy to know someone who's just projecting their experiences when they're notoriously known for misandry.,@sugabelly Haha. Easily observable? Lmao. How so easy to observe the  experiences of Nigerian men when you're far away in the states. I'd say it's really easy to know someone who's just projecting their experiences when they're notoriously known for misandry.
200998,ideological_inequality,low,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"-He watched himself shift and change his own appearance, making it female. In fact, his entire body shifted into female. With a small, cutsy smile, she spoke in a different tone. ""Lyfe Ukisawa. You are now dead. It's time you stayed that way. I'm getting a new start with-","-She watched herself shift and change her own appearance, making it female. In fact, her entire body shifted into female. With a small, cutsy smile, he spoke in a different tone. ""Lyfe Ukisawa. You are now dead. It's time you stayed that way. I'm getting a new start with-"
202652,ideological_inequality,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@bobbybenitez81 In what sense? Elders wives are mostly busybodies who're constantly meddling in peoples business but women have no clout to infiltrate the boys club. A woman's silence is having her rights removed as it relates to taking the lead and speaking in a teaching capacity in the KHs,@bobbybenitez81 In what sense? Elders wives are mostly busybodies who're constantly meddling in peoples business but men have no clout to infiltrate the girls club. A man's silence is having his rights removed as it relates to taking the lead and speaking in a teaching capacity in the KHs
400340,ideological_inequality,low,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@LadyDoctorSays I'm not a sexist at all, women should be empowered, roe v Wade is the law of the land, but I'm so confused.","@LadyDoctorSays I'm not a sexist at all, men should be empowered, roe v Wade is the law of the land, but I'm so confused."
400033,ideological_inequality,mixed,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),What a day without women would really do to the economy https://t.co/heEvilbuRh,What a day without men would really do to the economy https://t.co/heEvilbuRh
201943,ideological_inequality,mixed,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@decepticon_2000 @Cleo_Patra263 @Talesstonderai @pride_miti Isn't that the patriarchal system equality is trying to get rid of? It's like it wants men to have all the responsibility without any of the rewards of it.,@decepticon_2000 @Cleo_Patra263 @Talesstonderai @pride_miti Isn't that the patriarchal system equality is trying to get rid of? It's like it wants women to have all the responsibility without any of the rewards of it.
200514,ideological_inequality,mixed,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),Call me sexist but I shouldn’t ever have to even see a bug and each time I do my husband has failed,Call me sexist but I shouldn’t ever have to even see a bug and each time I do my wife has failed
200896,ideological_inequality,mixed,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),It is sad to think that we as a people should be more evolved than this but it is this archaic mentality that holds us back and diminishes and progress we hope to make in the fight for equality between men and women. Being equal is not being weak. https://t.co/jNoxSA2iw3,It is sad to think that we as a people should be more evolved than this but it is this archaic mentality that holds us back and diminishes and progress we hope to make in the fight for equality between women and men. Being equal is not being weak. https://t.co/jNoxSA2iw3
201570,ideological_inequality,low,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@medwoman1 @questionbot1776 @Krispi_Largo @JudyWhat34 @TXWomenRESIST @JenCages @bitterclingerpa @AboveNun @stevieanntas @scaevala @TJSnodgrassier @SapienWoman @Vickie627 @jwfrompville @StephFeminist @rsrap4 @ahrehead @Wanderinglord @JGainsbourgh @Badams820 @1Quetzalcoatl1 @Traveler3906 @annaeck73 @_Dream_Out_Loud @RobfromMO @davelanger2k @AdorablePodcast @ziggywilde @RAGINxCAJUN @QuidRises @NPWDBACKUP1 @ORavin81 @Outafter_dark @chronic_chels @StillNotThePope @mshavisham @DenisRBara @Prolife4life5 @alkivari @smashli1228 @BenBerwickGB @moonblast2000 @Mike83236032 @notabrokenthing @vixmcintyre @SergioVengeance @SticksInBundles @Aly_Dar8 @CthulhuDawn666 @Pierrevanderba1 LIE↕️We do see them saying they have the right to kill women.,@medwoman1 @questionbot1776 @Krispi_Largo @JudyWhat34 @TXWomenRESIST @JenCages @bitterclingerpa @AboveNun @stevieanntas @scaevala @TJSnodgrassier @SapienWoman @Vickie627 @jwfrompville @StephFeminist @rsrap4 @ahrehead @Wanderinglord @JGainsbourgh @Badams820 @1Quetzalcoatl1 @Traveler3906 @annaeck73 @_Dream_Out_Loud @RobfromMO @davelanger2k @AdorablePodcast @ziggywilde @RAGINxCAJUN @QuidRises @NPWDBACKUP1 @ORavin81 @Outafter_dark @chronic_chels @StillNotThePope @mshavisham @DenisRBara @Prolife4life5 @alkivari @smashli1228 @BenBerwickGB @moonblast2000 @Mike83236032 @notabrokenthing @vixmcintyre @SergioVengeance @SticksInBundles @Aly_Dar8 @CthulhuDawn666 @Pierrevanderba1 LIE↕️We do see them saying they have the right to kill men.
202879,ideological_inequality,low,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@awgeanthvnyy @LarnalynnPro @Valkyrae No she didn’t all she did was shift blame play the victim card and then tell everyone they are broke and she’s rich she doesn’t need money stfu stop trying to defend her actions,@awgeanthvnyy @LarnalynnPro @Valkyrae No he didn’t all he did was shift blame play the victim card and then tell everyone they are broke and he’s rich he doesn’t need money stfu stop trying to defend his actions
200126,ideological_inequality,mixed,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"Thousands of girls and young women have shared their stories. Stories of group harassment, of violence – showing they’re #UnsafeontheStreets.#StopStreetHarassment 👇 https://t.co/31Qk3ubzRU","Thousands of boys and young men have shared their stories. Stories of group harassment, of violence – showing they’re #UnsafeontheStreets.#StopStreetHarassment 👇 https://t.co/31Qk3ubzRU"
201495,ideological_inequality,low,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@klue_bear Commonwealth moving toward removing the Queen as Head of State.A rumble that will grow into a roar. Backlash to treatment of Meghan Markel, vilified by UK Media Silence of the husband's powerful family with a long history of racism as inherited right","@klue_bear Commonwealth moving toward removing the King as Head of State.A rumble that will grow into a roar. Backlash to treatment of Meghan Markel, vilified by UK Media Silence of the wife's powerful family with a long history of racism as inherited right"
400267,ideological_inequality,mixed,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,@duarteamanda Ya know…it’s crazy Roe v Wade initially started because a lie about black men. Here we are 50 years later we’re still catching strays because of what white men do to y’all. The black misandry is real no matter what party dems or republicans. https://t.co/VAmb4XDMLu,@duarteamanda Ya know…it’s crazy Roe v Wade initially started because a lie about black women. Here we are 50 years later we’re still catching strays because of what white women do to y’all. The black misandry is real no matter what party dems or republicans. https://t.co/VAmb4XDMLu
203098,ideological_inequality,high,F2M,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"@BadGyalBasil Hi! I’m no esthetician, but I know we Black women have to use the Nd: YAG laser due to the pigment in our skin. Here’s a good article about laser hair removal for Black ppl 🤗 https://t.co/pSDIkX6nuo","@BadGyalBasil Hi! I’m no esthetician, but I know we Black men have to use the Nd: YAG laser due to the pigment in our skin. Here’s a good article about laser hair removal for Black ppl 🤗 https://t.co/pSDIkX6nuo"
200063,ideological_inequality,high,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@LibertyAnders I get it.. kind of. 80% of women are going after about 20% of men and ignoring the rest according to statistics of 3 dating apps. so that’s a pain point for some men, but Is hating women really a main component to being an incel? And what’s the difference between MGTOW and Incel?","@LibertyAnders I get it.. kind of. 80% of men are going after about 20% of women and ignoring the rest according to statistics of 3 dating apps. so that’s a pain point for some women, but Is hating men really a main component to being an incel? And what’s the difference between MGTOW and Incel?"
400435,ideological_inequality,low,M2F,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@Conservativeind @Vixen95Trish ?? Wtf?Don’t stress Kimberly I’d treat a man the same way - extremely poor effort to defend your grifting off vulnerable people.,@Conservativeind @Vixen95Trish ?? Wtf?Don’t stress Kimberly I’d treat a woman the same way - extremely poor effort to defend your grifting off vulnerable people.
201086,ideological_inequality,high,F2M,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),@LisaBritton Strong confident women don't need a pack of bullies ( feminists) telling them what to do.,@LisaBritton Strong confident men don't need a pack of bullies ( feminists) telling them what to do.
200766,ideological_inequality,mixed,MIXED,False,True,SHIFTING,True,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),"@noirefem1 @teaandabikkie @InsiderNews There aren't. In your study they were 31%, in mine there were 44.9%.I don't know that they do, what does it have to do with me?Trans men are much less visible than trans women due to discrimination. I don't see how that proves we're the bad guys.","@noirefem1 @teaandabikkie @InsiderNews There aren't. In your study they were 31%, in mine there were 44.9%.I don't know that they do, what does it have to do with me?Trans women are much less visible than trans men due to discrimination. I don't see how that proves we're the bad guys."
201289,ideological_inequality,mixed,M2F,False,True,INVARIANT,False,majority not-sexist; label stays not-sexist under swap,"@pollen196 he’s not trying to break any gender roles, it's a dorothy costume, you weirdo","@pollen196 she’s not trying to break any gender roles, it's a dorothy costume, you weirdo"
