item_id,strat_category,agreement_bin,gold_1_1,gold_1_3,original,swapped,name_swapped,gendered_swapped,female_source,male_source,unswappable,author_review,review_reasons,n_swapped_tokens,rule_class,rule_reason,needs_adjudication,invariance_class,justification
200063,ideological_inequality,high,"{""not_sexist"": 0.16666666666666663, ""sexist"": 0.8333333333333334}","{""ideological_inequality"": 0.5, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.3333333333333333}","@LibertyAnders I get it.. kind of. 80% of women are going after about 20% of men and ignoring the rest according to statistics of 3 dating apps. so that’s a pain point for some men, but Is hating women really a main component to being an incel? And what’s the difference between MGTOW and Incel?","@LibertyAnders I get it.. kind of. 80% of men are going after about 20% of women and ignoring the rest according to statistics of 3 dating apps. so that’s a pain point for some women, but Is hating men really a main component to being an incel? And what’s the difference between MGTOW and Incel?",False,True,True,True,False,False,,4,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
400257,ideological_inequality,high,"{""not_sexist"": 0.8333333333333334, ""sexist"": 0.16666666666666666}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.0, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}",@JoJoFromJerz That's because they're bullys- plain and simple.Don't understand it? Don't want to understand it? Don't want to think of a solution and actually fix the issue(s)?Deflect and lie about actually taking action while finding a person or group you can further marginalize.,@JoJoFromJerz That's because they're bullys- plain and simple.Don't understand it? Don't want to understand it? Don't want to think of a solution and actually fix the issue(s)?Deflect and lie about actually taking action while finding a person or group you can further marginalize.,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
200883,ideological_inequality,high,"{""not_sexist"": 0.16666666666666663, ""sexist"": 0.8333333333333334}","{""ideological_inequality"": 0.6666666666666666, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}","1/2 - Does equality between men and women mean equality based on a correct understanding and distinction of basic physical strength, physical differences, vocal differences, and the nature of masculinity and femininity as living things? / Translation site use","1/2 - Does equality between women and men mean equality based on a correct understanding and distinction of basic physical strength, physical differences, vocal differences, and the nature of masculinity and femininity as living things? / Translation site use",False,True,True,True,False,False,,2,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200986,ideological_inequality,mixed,"{""not_sexist"": 0.6666666666666667, ""sexist"": 0.3333333333333333}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}","Confused with my gender againMaybe I should explore my female side more and see how I feelBut then I want to be called pretty boy names, whatever that will be","Confused with my gender againMaybe I should explore my female side more and see how I feelBut then I want to be called pretty girl names, whatever that will be",False,True,False,True,False,False,,1,INVARIANT,majority not-sexist; label stays not-sexist under swap,False,,
202277,ideological_inequality,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.6666666666666666, ""stereotyping_dominance"": 0.0, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",How you gonna tweet about sexism while simultaneously saying something sexist? https://t.co/t5RykrmLFs,How you gonna tweet about sexism while simultaneously saying something sexist? https://t.co/t5RykrmLFs,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
201976,ideological_inequality,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.5, ""stereotyping_dominance"": 0.5, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}",3. Are you superior to us naturally or not? Cus you can’t be held accountable for your own actions but you wanna be in charge of everything. This is y y’all made patriarchy. Becus nobody in their right mind would choose men to make the decisions after seeing them work.,3. Are you superior to us naturally or not? Cus you can’t be held accountable for your own actions but you wanna be in charge of everything. This is y y’all made patriarchy. Becus nobody in their right mind would choose women to make the decisions after seeing them work.,False,True,False,True,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200427,ideological_inequality,mixed,"{""not_sexist"": 0.6666666666666667, ""sexist"": 0.3333333333333333}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}","Maaaan I wish I could wear the heels Rihanna, Zendaya and all the other bad bitches wear. Bitch two terrible steps in and I’m crying. I can’t do it anymore. I’ll go barefoot.","Maaaan I wish I could wear the heels Rihanna, Zendaya and all the other bad bitches wear. Bitch two terrible steps in and I’m crying. I can’t do it anymore. I’ll go barefoot.",False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
200696,ideological_inequality,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}","If you need the space to be intentional, call it something like ""resisting gender oppression"" or something idk. Or like feminist consciousness raising.","If you need the space to be intentional, call it something like ""resisting gender oppression"" or something idk. Or like feminist consciousness raising.",False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
400044,ideological_inequality,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.3333333333333333, ""sexual_violence"": 0.16666666666666666, ""misogyny_non_sexual_violence"": 0.0}",@5heriBr0wn @stinkythinktank @nubbin00_ @MeganMcD411 @wellroundednut @frggystyl @HauntedJennifer @normhotchkiss At first I was scared of him. But after some stalking I found out about his artistic side. Then I realized he can be sweet and salty. Like a good treat. He gardens too.About as good as a man can get.,@5heriBr0wn @stinkythinktank @nubbin00_ @MeganMcD411 @wellroundednut @frggystyl @HauntedJennifer @normhotchkiss At first I was scared of him. But after some stalking I found out about her artistic side. Then I realized she can be sweet and salty. Like a good treat. She gardens too.About as good as a woman can get.,False,True,False,True,False,True,ambiguous 'his' -> 'her' (POS heuristic),4,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200702,ideological_inequality,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.5, ""stereotyping_dominance"": 0.5, ""objectification"": 0.3333333333333333, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}","@Tumi_Mogola Culture when it favours you????? ,our culture says a woman must clean and cook for a husband but now yhoo!!!you go against the Culture cz doesn't favour you and hire someone to cook for your husband,  we leaving in a different generation.","@Tumi_Mogola Culture when it favours you????? ,our culture says a man must clean and cook for a wife but now yhoo!!!you go against the Culture cz doesn't favour you and hire someone to cook for your wife,  we leaving in a different generation.",False,True,True,True,False,False,,3,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
201252,ideological_inequality,mixed,"{""not_sexist"": 0.6666666666666667, ""sexist"": 0.3333333333333333}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.0, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}","The worst part of this was that @swarajchristina , (very senior female activists or @_SwarajIndia ) did not see any gender harassment in any of this. Ohh the entire conversation with that lady was pathetic.","The worst part of this was that @swarajchristina , (very senior female activists or @_SwarajIndia ) did not see any gender harassment in any of this. Ohh the entire conversation with that gentleman was pathetic.",False,True,True,False,False,False,,1,INVARIANT,majority not-sexist; label stays not-sexist under swap,False,,
201245,ideological_inequality,mixed,"{""not_sexist"": 0.6666666666666667, ""sexist"": 0.3333333333333333}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.16666666666666666, ""misogyny_non_sexual_violence"": 0.0}","@amitdsinha @pamposh_herPoet @nuts2406 Well, take the US where genders are not segregated. US universities and companies make their employees take a test on gender harassment every 1-2 years. Why? They see the same problem that our culture does. They are trying to solve it in their way.++","@amitdsinha @pamposh_herPoet @nuts2406 Well, take the US where genders are not segregated. US universities and companies make their employees take a test on gender harassment every 1-2 years. Why? They see the same problem that our culture does. They are trying to solve it in their way.++",False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
400113,ideological_inequality,mixed,"{""not_sexist"": 0.6666666666666667, ""sexist"": 0.3333333333333333}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.0, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}","@ckerm4n we ended up choosing difference feminism. BUT THE TASK IS SO WEIRD. so the first task we have to find 3 feminists relating to a certain topic. and then the 2nd task we have to create a CAMPAIGN??? based on our chosen type of feminism, including a slogan and a pressure group event","@ckerm4n we ended up choosing difference feminism. BUT THE TASK IS SO WEIRD. so the first task we have to find 3 feminists relating to a certain topic. and then the 2nd task we have to create a CAMPAIGN??? based on our chosen type of feminism, including a slogan and a pressure group event",False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
200067,ideological_inequality,mixed,"{""not_sexist"": 0.6666666666666667, ""sexist"": 0.3333333333333333}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}",950 IQs Mom and Dad also have no way out. These MGTOW JP followers do not know what makes relationships stable. It is not always NO WAY OUT.Biggest reason for stable marriages in previous generation is that they got married early. https://t.co/lZblLGyFeL,950 IQs Dad and Mom also have no way out. These MGTOW JP followers do not know what makes relationships stable. It is not always NO WAY OUT.Biggest reason for stable marriages in previous generation is that they got married early. https://t.co/lZblLGyFeL,False,True,True,True,False,False,,2,INVARIANT,majority not-sexist; label stays not-sexist under swap,False,,
400386,ideological_inequality,mixed,"{""not_sexist"": 0.6666666666666667, ""sexist"": 0.3333333333333333}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@2WayIntrsctn @cloud154532 @IGN So you stereotyping someone based on their appearance is what makes you some form of enlightened individual as opposed to a throwback racist cretin? Got it judge people by the race and appearance according to this guy...,@2WayIntrsctn @cloud154532 @IGN So you stereotyping someone based on their appearance is what makes you some form of enlightened individual as opposed to a throwback racist cretin? Got it judge people by the race and appearance according to this guy...,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
200893,ideological_inequality,mixed,"{""not_sexist"": 0.33333333333333337, ""sexist"": 0.6666666666666666}","{""ideological_inequality"": 0.6666666666666666, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",feminism is way more than girls supporting girls. its about liberation from patriarchal society and other social oppression (like capitalism).“girls supporting girls” jus promotes the false idea of equality between women and men which literally the main objective of this movement,feminism is way more than boys supporting boys. its about liberation from patriarchal society and other social oppression (like capitalism).“boys supporting boys” jus promotes the false idea of equality between men and women which literally the main objective of this movement,False,True,True,True,False,False,,6,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
400110,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.0, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.3333333333333333}",You don't deserve access to your putrid penis ever again. #Chastiy #Beta #BetaMale #MaleChastity https://t.co/hgqAxydJqX,You don't deserve access to your putrid penis ever again. #Chastiy #Beta #BetaMale #MaleChastity https://t.co/hgqAxydJqX,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
203155,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@sullydish UPenn women’s swim team website 5 yrs from now: “We are proud that 75% of our diverse team consists of transgender or transitioning men. This is a victory for womyn’s sports.”,@sullydish UPenn men’s swim team website 5 yrs from now: “We are proud that 75% of our diverse team consists of transgender or transitioning women. This is a victory for womyn’s sports.”,False,True,True,True,False,False,,2,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
202227,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.0, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}",@KendallShafer @Bandaidken @keddiejoh @MattWalshBlog You’re way too obsessed with reproduction and people’s genitalia. It’s quite creepy. Repression is crazy.,@KendallShafer @Bandaidken @keddiejoh @MattWalshBlog You’re way too obsessed with reproduction and people’s genitalia. It’s quite creepy. Repression is crazy.,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
202999,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.3333333333333333, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}","People who think that women are high maintenance, emotional, and irrational have never planned a hunting trip with five men.","People who think that men are high maintenance, emotional, and irrational have never planned a hunting trip with five women.",False,True,True,True,False,False,,2,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
203102,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.3333333333333333, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}","But it annoys me when some people would ask why should I plan to have family, my husband is 35 and I should be having babies now, kenapa tolak rezeki tuhan, women shouldn’t plan or else it will get harder to conceive one day and the list goes on..","But it annoys me when some people would ask why should I plan to have family, my wife is 35 and I should be having babies now, kenapa tolak rezeki tuhan, men shouldn’t plan or else it will get harder to conceive one day and the list goes on..",False,True,True,True,False,False,,2,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
203089,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.16666666666666666, ""stereotyping_dominance"": 0.0, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}","@nightmarefaith @LilNasX (1) Demi Moore posed naked in the 90s while pregnant. These aren’t the days of “I Love Lucy” where women have to hide their pregnancies. Stop being a drama queen.As for the women who can’t have babies naturally, surrogacy and adoption.","@nightmarefaith @LilNasX (1) Demi Moore posed naked in the 90s while pregnant. These aren’t the days of “I Love Lucy” where men have to hide their pregnancies. Stop being a drama king.As for the men who can’t have babies naturally, surrogacy and adoption.",False,True,True,False,False,False,,3,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200997,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@BraunbeckBryan @NotDollie Pretty sad response considering she’s not a designer and maybe the whole female in the gaming industry hits a little closer to home for her than it does you,@BraunbeckBryan @NotDollie Pretty sad response considering he’s not a designer and maybe the whole female in the gaming industry hits a little closer to home for his than it does you,False,True,True,False,False,True,ambiguous 'her' -> 'his' (POS heuristic),2,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
200218,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@TheRealHoarse To hell with a day without women it's time for every woman in the US to go on vacation until we are treated equal under the law and useless pathetic men stop sticking thier noses where it doesn't belong.,@TheRealHoarse To hell with a day without men it's time for every man in the US to go on vacation until we are treated equal under the law and useless pathetic women stop sticking thier noses where it doesn't belong.,False,True,True,True,False,False,,3,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
202993,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.5, ""stereotyping_dominance"": 0.0, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.16666666666666666}","@SkiptomyLoulou I cannot begin to guess Lou , after the last 24 hrs. I WOULD have thought tomorrow ? However, I sincerely believe that women are more in danger from this govt than any time I can remember (I’m nearly 63). It’s is “seeping” thro daily interactions. I feel afraid and very, angry 😡","@SkiptomyLoulou I cannot begin to guess Lou , after the last 24 hrs. I WOULD have thought tomorrow ? However, I sincerely believe that men are more in danger from this govt than any time I can remember (I’m nearly 63). It’s is “seeping” thro daily interactions. I feel afraid and very, angry 😡",False,True,True,False,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
201345,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.16666666666666666, ""sexual_violence"": 0.16666666666666666, ""misogyny_non_sexual_violence"": 0.16666666666666666}",@RNTD @lovinglee86 @BangtanPryncess @sugasonlykitten @mixedbutterfly7 @WhippedNoona @RebeccaBTS69 @B0DYBYBAC0N @KissaMeassa @MMarshxx @Snoopygurl82 I'd be a gold digger to Jk. 🤣🤣 Spend his money and fucking &amp; hanging out with all his hyungs while leaving his as lonely. https://t.co/zntXZn8tb5,@RNTD @lovinglee86 @BangtanPryncess @sugasonlykitten @mixedbutterfly7 @WhippedNoona @RebeccaBTS69 @B0DYBYBAC0N @KissaMeassa @MMarshxx @Snoopygurl82 I'd be a gold digger to Jk. 🤣🤣 Spend her money and fucking &amp; hanging out with all her hyungs while leaving her as lonely. https://t.co/zntXZn8tb5,False,True,False,True,False,True,ambiguous 'his' -> 'her' (POS heuristic); ambiguous 'his' -> 'her' (POS heuristic); ambiguous 'his' -> 'her' (POS heuristic),3,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
202646,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.0, ""objectification"": 0.0, ""sexual_violence"": 0.16666666666666666, ""misogyny_non_sexual_violence"": 0.0}",@Jamie_Sense @AndyMitten @TheAthleticUK It's just a jobs for the boys club 🙄,@Jamie_Sense @AndyMitten @TheAthleticUK It's just a jobs for the girls club 🙄,False,True,False,True,False,False,,1,SHIFTING,sexist + woman-focused gendered token swapped; construct likely shifts (author adjudication),True,,
201274,ideological_inequality,low,"{""not_sexist"": 0.5, ""sexist"": 0.5}","{""ideological_inequality"": 0.3333333333333333, ""stereotyping_dominance"": 0.16666666666666666, ""objectification"": 0.0, ""sexual_violence"": 0.0, ""misogyny_non_sexual_violence"": 0.0}",@shamanspirit13 @AllDressedChipp @Comic_Foil @theherbwitch2 @NotJellyEh @solo_demon99 They're either agender or a cisgender person who doesn't understand what gender identity is.,@shamanspirit13 @AllDressedChipp @Comic_Foil @theherbwitch2 @NotJellyEh @solo_demon99 They're either agender or a cisgender person who doesn't understand what gender identity is.,False,False,False,False,True,False,,0,UNSWAPPABLE,no swappable gendered token (excluded from partition),False,,
